NO,prg1
83900141,1
83900142,1
83900143,1
83900144,1
83900145,1
83900146,1
83900147,1
83900148,1
83900149,1
83900150,1
83900151,1
83900152,1
83900153,1
83900154,1
83900155,1
83900156,1
83900157,1
83900158,1
83900159,1
83900160,1
83910001,1
83910002,1
83910003,1
83910004,1
83910005,1
83910006,1
83910007,1
83910008,1
83910009,1
83910010,1
83910011,1
83910012,1
83910013,1
83910014,1
83910015,1
83910016,1
83910017,1
83910018,1
83910019,1
83910020,1
83910021,1
83910022,1
83910023,1
83910024,1
83910025,1
83910026,1
83910027,1
83910028,1
83910029,1
83910030,1
83910031,1
83910032,1
83910033,1
83910034,1
83910035,1
83910036,1
83910037,1
83910038,1
83910039,1
83910040,1
83910041,1
83910042,1
83910043,1
83910044,1
83910045,1
83910046,1
83910047,1
83910048,1
83910049,1
83910050,1
83910051,1
83910052,1
83910053,1
83910054,1
83910055,1
83910056,1
83910057,1
83910058,1
83910059,1
83910060,1
83910061,1
83910062,1
83910063,1
83910064,1
83910065,1
83910066,1
83910067,1
83910068,1
83910069,1
83910070,1
83910071,1
83910072,1
83910073,1
83910074,1
83910075,1
83910076,1
83910077,1
83910078,1
83910079,1
83910080,1
83910081,1
83910082,1
83910083,1
83910084,1
83910085,1
83910086,1
83910087,1
83910088,1
83910089,1
83910090,1
83910091,1
83910092,1
83910093,1
83910094,1
83910095,1
83910096,1
83910097,1
83910098,1
83910099,1
83910100,1
83910101,1
83910102,1
83910103,1
83910104,1
83910105,1
83910106,1
83910107,1
83910108,1
83910109,1
83910110,1
83910111,1
83910112,1
83910113,1
83910114,1
83910115,1
83910116,1
83910117,1
83910118,1
83910119,1
83910120,1
83910121,1
83910122,1
83910123,1
83910124,1
83910125,1
83910126,1
83910127,1
83910128,1
83910129,1
83910130,1
83910131,1
83910132,1
83910133,1
83910134,1
83910135,1
83910136,1
83910137,1
83910138,1
83910139,1
83910140,1
83910141,1
83910142,1
83910143,1
83910144,1
83910145,1
83910146,1
83910147,1
83910148,1
83910149,1
83910150,1
83910151,1
83910152,1
83910153,1
83910154,1
83910155,1
83910156,1
83910157,1
83910158,1
83910159,1
83910160,1
83920001,1
83920002,1
83920003,1
83920004,1
83920005,1
83920006,1
83920007,1
83920008,1
83920009,1
83920010,1
83920011,1
83920012,1
83920013,1
83920014,1
83920015,1
83920016,1
83920017,1
83920018,1
83920019,1
83920020,1
83920021,1
83920022,1
83920023,1
83920024,1
83920025,1
83920026,1
83920027,1
83920028,1
83920029,1
83920030,1
83920031,1
83920032,1
83920033,1
83920034,1
83920035,1
83920036,1
83920037,1
83920038,1
83920039,1
83920040,1
83920041,1
83920042,1
83920043,1
83920044,1
83920045,1
83920046,1
83920047,1
83920048,1
83920049,1
83920050,1
83920051,1
83920052,1
83920053,1
83920054,1
83920055,1
83920056,1
83920057,1
83920058,1
83920059,1
83920060,1
83920061,1
83920062,1
83920063,1
83920064,1
83920065,1
83920066,1
83920067,1
83920068,1
83920069,1
83920070,1
83920071,1
83920072,1
83920073,1
83920074,1
83920075,1
83920076,1
83920077,1
83920078,1
83920079,1
83920080,1
83920081,1
83920082,1
83920083,1
83920084,1
83920085,1
83920086,1
83920087,1
83920088,1
83920089,1
83920090,1
83920091,1
83920092,1
83920093,1
83920094,1
83920095,1
83920096,1
83920097,1
83920098,1
83920099,1
83920100,1
83920101,1
83920102,1
83920103,1
83920104,1
83920105,1
83920106,1
83920107,1
83920108,1
83920109,1
83920110,1
83920111,1
83920112,1
83920113,1
83920114,1
83920115,1
83920116,1
83920117,1
83920118,1
83920119,1
83920120,1
83920121,1
83920122,1
83920123,1
83920124,1
83920125,1
83920126,1
83920127,1
83920128,1
83920129,1
83920130,1
83920131,1
83920132,1
83920133,1
83920134,1
83920135,1
83920136,1
83920137,1
83920138,1
83920139,1
83920140,1
83920141,1
83920142,1
83920143,1
83920144,1
83920145,1
83920146,1
83920147,1
83920148,1
83920149,1
83920150,1
83920151,1
83920152,1
83920153,1
83920154,1
83920155,1
83920156,1
83920157,1
83920158,1
83920159,1
83920160,1
83930001,1
83930002,1
83930003,1
83930004,1
83930005,1
83930006,1
83930007,1
83930008,1
83930009,1
83930010,1
83930011,1
83930012,1
83930013,1
83930014,1
83930015,1
83930016,1
83930017,1
83930018,1
83930019,1
83930020,1
83930021,1
83930022,1
83930023,1
83930024,1
83930025,1
83930026,1
83930027,1
83930028,1
83930029,1
83930030,1
83930031,1
83930032,1
83930033,1
83930034,1
83930035,1
83930036,1
83930037,1
83930038,1
83930039,1
83930040,1
83930041,1
83930042,1
83930043,1
83930044,1
83930045,1
83930046,1
83930047,1
83930048,1
83930049,1
83930050,1
83930051,1
83930052,1
83930053,1
83930054,1
83930055,1
83930056,1
83930057,1
83930058,1
83930059,1
83930060,1
83930061,1
83930062,1
83930063,1
83930064,1
83930065,1
83930066,1
83930067,1
83930068,1
83930069,1
83930070,1
83930071,1
83930072,1
83930073,1
83930074,1
83930075,1
83930076,1
83930077,1
83930078,1
83930079,1
83930080,1
83930081,1
83930082,1
83930083,1
83930084,1
83930085,1
83930086,1
83930087,1
83930088,1
83930089,1
83930090,1
83930091,1
83930092,1
83930093,1
83930094,1
83930095,1
83930096,1
83930097,1
83930098,1
83930099,1
83930100,1
83930101,1
83930102,1
83930103,1
83930104,1
83930105,1
83930106,1
83930107,1
83930108,1
83930109,1
83930110,1
83930111,1
83930112,1
83930113,1
83930114,1
83930115,1
83930116,1
83930117,1
83930118,1
83930119,1
83930120,1
83930121,1
83930122,1
83930123,1
83930124,1
83930125,1
83930126,1
83930127,1
83930128,1
83930129,1
83930130,1
83930131,1
83930132,1
83930133,1
83930134,1
83930135,1
83930136,1
83930137,1
83930138,1
83930139,1
83930140,1
83930141,1
83930142,1
83930143,1
83930144,1
83930145,1
83930146,1
83930147,1
83930148,1
83930149,1
83930150,1
83930151,1
83930152,1
83930153,1
83930154,1
83930155,1
83930156,1
83930157,1
83930158,1
83930159,1
83930160,1
83930161,1
83930162,1
83930163,1
83930164,1
83930165,1
83930166,1
83930167,1
83930168,1
83930169,1
83930170,1
83930171,1
83930172,1
83930173,1
83930174,1
83930175,1
83930176,1
83930177,1
83930178,1
83930179,1
83930180,1
83930181,1
83930182,1
83930183,1
83930184,1
83930185,1
83930186,1
83930187,1
83930188,1
83930189,1
83930190,1
83930191,1
83930192,1
83930193,1
83930194,1
83930195,1
83930196,1
83930197,1
83930198,1
83930199,1
83930200,1
83930201,1
83930202,1
83930203,1
83930204,1
83930205,1
83930206,1
83930207,1
83930208,1
83930209,1
83930210,1
83930211,1
83930212,1
83930213,1
83930214,1
83930215,1
83930216,1
83930217,1
83930218,1
83930219,1
83930220,1
83930221,1
83930222,1
83930223,1
83930224,1
83930225,1
83930226,1
83930227,1
83930228,1
83930229,1
83930230,1
83930231,1
83930232,1
83930233,1
83930234,1
83930235,1
83930236,1
83930237,1
83930238,1
83930239,1
83930240,1
83930241,1
83930242,1
83930243,1
83930244,1
83930245,1
83930246,1
83930247,1
83930248,1
83930249,1
83930250,1
83930251,1
83930252,1
83930253,1
83930254,1
83930255,1
83930256,1
83930257,1
83930258,1
83930259,1
83930260,1
83930261,1
83930262,1
83930263,1
83930264,1
83930265,1
83930266,1
83930267,1
83930268,1
83930269,1
83930270,1
83930271,1
83930272,1
83930273,1
83930274,1
83930275,1
83930276,1
83930277,1
83930278,1
83930279,1
83930280,1
83940001,1
83940002,1
83940003,1
83940004,1
83940005,1
83940006,1
83940007,1
83940008,1
83940009,1
83940010,1
83940011,1
83940012,1
83940013,1
83940014,1
83940015,1
83940016,1
83940017,1
83940018,1
83940019,1
83940020,1
83940021,1
83940022,1
83940023,1
83940024,1
83940025,1
83940026,1
83940027,1
83940028,1
83940029,1
83940030,1
83940031,1
83940032,1
83940033,1
83940034,1
83940035,1
83940036,1
83940037,1
83940038,1
83940039,1
83940040,1
83940041,1
83940042,1
83940043,1
83940044,1
83940045,1
83940046,1
83940047,1
83940048,1
83940049,1
83940050,1
83940051,1
83940052,1
83940053,1
83940054,1
83940055,1
83940056,1
83940057,1
83940058,1
83940059,1
83940060,1
83940061,1
83940062,1
83940063,1
83940064,1
83940065,1
83940066,1
83940067,1
83940068,1
83940069,1
83940070,1
83940071,1
83940072,1
83940073,1
83940074,1
83940075,1
83940076,1
83940077,1
83940078,1
83940079,1
83940080,1
83940081,1
83940082,1
83940083,1
83940084,1
83940085,1
83940086,1
83940087,1
83940088,1
83940089,1
83940090,1
83940091,1
83940092,1
83940093,1
83940094,1
83940095,1
83940096,1
83940097,1
83940098,1
83940099,1
83940100,1
83940101,1
83940102,1
83940103,1
83940104,1
83940105,1
83940106,1
83940107,1
83940108,1
83940109,1
83940110,1
83940111,1
83940112,1
83940113,1
83940114,1
83940115,1
83940116,1
83940117,1
83940118,1
83940119,1
83940120,1
83940121,1
83940122,1
83940123,1
83940124,1
83940125,1
83940126,1
83940127,1
83940128,1
83940129,1
83940130,1
83940131,1
83940132,1
83940133,1
83940134,1
83940135,1
83940136,1
83940137,1
83940138,1
83940139,1
83940140,1
83940141,1
83940142,1
83940143,1
83940144,1
83940145,1
83940146,1
83940147,1
83940148,1
83940149,1
83940150,1
83940151,1
83940152,1
83940153,1
83940154,1
83940155,1
83940156,1
83940157,1
83940158,1
83940159,1
83940160,1
83940161,1
83940162,1
83940163,1
83940164,1
83940165,1
83940166,1
83940167,1
83940168,1
83940169,1
83940170,1
83940171,1
83940172,1
83940173,1
83940174,1
83940175,1
83940176,1
83940177,1
83940178,1
83940179,1
83940180,1
83940181,1
83940182,1
83940183,1
83940184,1
83940185,1
83940186,1
83940187,1
83940188,1
83940189,1
83940190,1
83940191,1
83940192,1
83940193,1
83940194,1
83940195,1
83940196,1
83940197,1
83940198,1
83940199,1
83940200,1
83940201,1
83940202,1
83940203,1
83940204,1
83940205,1
83940206,1
83940207,1
83940208,1
83940209,1
83940210,1
83940211,1
83940212,1
83940213,1
83940214,1
83940215,1
83940216,1
83940217,1
83940218,1
83940219,1
83940220,1
83940221,1
83940222,1
83940223,1
83940224,1
83940225,1
83940226,1
83940227,1
83940228,1
83940229,1
83940230,1
83940231,1
83940232,1
83940233,1
83940234,1
83940235,1
83940236,1
83940237,1
83940238,1
83940239,1
83940240,1
83940241,1
83940242,1
83940243,1
83940244,1
83940245,1
83940246,1
83940247,1
83940248,1
83940249,1
83940250,1
83940251,1
83940252,1
83940253,1
83940254,1
83940255,1
83940256,1
83940257,1
83940258,1
83940259,1
83940260,1
83940261,1
83940262,1
83940263,1
83940264,1
83940265,1
83940266,1
83940267,1
83940268,1
83940269,1
83940270,1
83940271,1
83940272,1
83940273,1
83940274,1
83940275,1
83940276,1
83940277,1
83940278,1
83940279,1
83940280,1
83950001,1
83950002,1
83950003,1
83950004,1
83950005,1
83950006,1
83950007,1
83950008,1
83950009,1
83950010,1
83950011,1
83950012,1
83950013,1
83950014,1
83950015,1
83950016,1
83950017,1
83950018,1
83950019,1
83950020,1
83950021,1
83950022,1
83950023,1
83950024,1
83950025,1
83950026,1
83950027,1
83950028,1
83950029,1
83950030,1
83950031,1
83950032,1
83950033,1
83950034,1
83950035,1
83950036,1
83950037,1
83950038,1
83950039,1
83950040,1
83950041,1
83950042,1
83950043,1
83950044,1
83950045,1
83950046,1
83950047,1
83950048,1
83950049,1
83950050,1
83950051,1
83950052,1
83950053,1
83950054,1
83950055,1
83950056,1
83950057,1
83950058,1
83950059,1
83950060,1
83950061,1
83950062,1
83950063,1
83950064,1
83950065,1
83950066,1
83950067,1
83950068,1
83950069,1
83950070,1
83950071,1
83950072,1
83950073,1
83950074,1
83950075,1
83950076,1
83950077,1
83950078,1
83950079,1
83950080,1
83950081,1
83950082,1
83950083,1
83950084,1
83950085,1
83950086,1
83950087,1
83950088,1
83950089,1
83950090,1
83950091,1
83950092,1
83950093,1
83950094,1
83950095,1
83950096,1
83950097,1
83950098,1
83950099,1
83950100,1
83950101,1
83950102,1
83950103,1
83950104,1
83950105,1
83950106,1
83950107,1
83950108,1
83950109,1
83950110,1
83950111,1
83950112,1
83950113,1
83950114,1
83950115,1
83950116,1
83950117,1
83950118,1
83950119,1
83950120,1
83950121,1
83950122,1
83950123,1
83950124,1
83950125,1
83950126,1
83950127,1
83950128,1
83950129,1
83950130,1
83950131,1
83950132,1
83950133,1
83950134,1
83950135,1
83950136,1
83950137,1
83950138,1
83950139,1
83950140,1
83950141,1
83950142,1
83950143,1
83950144,1
83950145,1
83950146,1
83950147,1
83950148,1
83950149,1
83950150,1
83950151,1
83950152,1
83950153,1
83950154,1
83950155,1
83950156,1
83950157,1
83950158,1
83950159,1
83950160,1
83950161,1
83950162,1
83950163,1
83950164,1
83950165,1
83950166,1
83950167,1
83950168,1
83950169,1
83950170,1
83950171,1
83950172,1
83950173,1
83950174,1
83950175,1
83950176,1
83950177,1
83950178,1
83950179,1
83950180,1
83950181,1
83950182,1
83950183,1
83950184,1
83950185,1
83950186,1
83950187,1
83950188,1
83950189,1
83950190,1
83950191,1
83950192,1
83950193,1
83950194,1
83950195,1
83950196,1
83950197,1
83950198,1
83950199,1
83950200,1
83950201,1
83950202,1
83950203,1
83950204,1
83950205,1
83950206,1
83950207,1
83950208,1
83950209,1
83950210,1
83950211,1
83950212,1
83950213,1
83950214,1
83950215,1
83950216,1
83950217,1
83950218,1
83950219,1
83950220,1
83950221,1
83950222,1
83950223,1
83950224,1
83950225,1
83950226,1
83950227,1
83950228,1
83950229,1
83950230,1
83950231,1
83950232,1
83950233,1
83950234,1
83950235,1
83950236,1
83950237,1
83950238,1
83950239,1
83950240,1
83950241,1
83950242,1
83950243,1
83950244,1
83950245,1
83950246,1
83950247,1
83950248,1
83950249,1
83950250,1
83950251,1
83950252,1
83950253,1
83950254,1
83950255,1
83950256,1
83950257,1
83950258,1
83950259,1
83950260,1
83950261,1
83950262,1
83950263,1
83950264,1
83950265,1
83950266,1
83950267,1
83950268,1
83950269,1
83950270,1
83950271,1
83950272,1
83950273,1
83950274,1
83950275,1
83950276,1
83950277,1
83950278,1
83950279,1
83950280,1
83960001,1
83960002,1
83960003,1
83960004,1
83960005,1
83960006,1
83960007,1
83960008,1
83960009,1
83960010,1
83960011,1
83960012,1
83960013,1
83960014,1
83960015,1
83960016,1
83960017,1
83960018,1
83960019,1
83960020,1
83960021,1
83960022,1
83960023,1
83960024,1
83960025,1
83960026,1
83960027,1
83960028,1
83960029,1
83960030,1
83960031,1
83960032,1
83960033,1
83960034,1
83960035,1
83960036,1
83960037,1
83960038,1
83960039,1
83960040,1
83960041,1
83960042,1
83960043,1
83960044,1
83960045,1
83960046,1
83960047,1
83960048,1
83960049,1
83960050,1
83960051,1
83960052,1
83960053,1
83960054,1
83960055,1
83960056,1
83960057,1
83960058,1
83960059,1
83960060,1
83960061,1
83960062,1
83960063,1
83960064,1
83960065,1
83960066,1
83960067,1
83960068,1
83960069,1
83960070,1
83960071,1
83960072,1
83960073,1
83960074,1
83960075,1
83960076,1
83960077,1
83960078,1
83960079,1
83960080,1
83960081,1
83960082,1
83960083,1
83960084,1
83960085,1
83960086,1
83960087,1
83960088,1
83960089,1
83960090,1
83960091,1
83960092,1
83960093,1
83960094,1
83960095,1
83960096,1
83960097,1
83960098,1
83960099,1
83960100,1
83960101,1
83960102,1
83960103,1
83960104,1
83960105,1
83960106,1
83960107,1
83960108,1
83960109,1
83960110,1
83960111,1
83960112,1
83960113,1
83960114,1
83960115,1
83960116,1
83960117,1
83960118,1
83960119,1
83960120,1
83960121,1
83960122,1
83960123,1
83960124,1
83960125,1
83960126,1
83960127,1
83960128,1
83960129,1
83960130,1
83960131,1
83960132,1
83960133,1
83960134,1
83960135,1
83960136,1
83960137,1
83960138,1
83960139,1
83960140,1
83960141,1
83960142,1
83960143,1
83960144,1
83960145,1
83960146,1
83960147,1
83960148,1
83960149,1
83960150,1
83960151,1
83960152,1
83960153,1
83960154,1
83960155,1
83960156,1
83960157,1
83960158,1
83960159,1
83960160,1
83960161,1
83960162,1
83960163,1
83960164,1
83960165,1
83960166,1
83960167,1
83960168,1
83960169,1
83960170,1
83960171,1
83960172,1
83960173,1
83960174,1
83960175,1
83960176,1
83960177,1
83960178,1
83960179,1
83960180,1
83960181,1
83960182,1
83960183,1
83960184,1
83960185,1
83960186,1
83960187,1
83960188,1
83960189,1
83960190,1
83960191,1
83960192,1
83960193,1
83960194,1
83960195,1
83960196,1
83960197,1
83960198,1
83960199,1
83960200,1
83960201,1
83960202,1
83960203,1
83960204,1
83960205,1
83960206,1
83960207,1
83960208,1
83960209,1
83960210,1
83960211,1
83960212,1
83960213,1
83960214,1
83960215,1
83960216,1
83960217,1
83960218,1
83960219,1
83960220,1
83960221,1
83960222,1
83960223,1
83960224,1
83960225,1
83960226,1
83960227,1
83960228,1
83960229,1
83960230,1
83960231,1
83960232,1
83960233,1
83960234,1
83960235,1
83960236,1
83960237,1
83960238,1
83960239,1
83960240,1
83960241,1
83960242,1
83960243,1
83960244,1
83960245,1
83960246,1
83960247,1
83960248,1
83960249,1
83960250,1
83960251,1
83960252,1
83960253,1
83960254,1
83960255,1
83960256,1
83960257,1
83960258,1
83960259,1
83960260,1
83960261,1
83960262,1
83960263,1
83960264,1
83960265,1
83960266,1
83960267,1
83960268,1
83960269,1
83960270,1
83960271,1
83960272,1
83960273,1
83960274,1
83960275,1
83960276,1
83960277,1
83960278,1
83960279,1
83960280,1
83970001,1
83970002,1
83970003,1
83970004,1
83970005,1
83970006,1
83970007,1
83970008,1
83970009,1
83970010,1
83970011,1
83970012,1
83970013,1
83970014,1
83970015,1
83970016,1
83970017,1
83970018,1
83970019,1
83970020,1
83970021,1
83970022,1
83970023,1
83970024,1
83970025,1
83970026,1
83970027,1
83970028,1
83970029,1
83970030,1
83970031,1
83970032,1
83970033,1
83970034,1
83970035,1
83970036,1
83970037,1
83970038,1
83970039,1
83970040,1
83970041,1
83970042,1
83970043,1
83970044,1
83970045,1
83970046,1
83970047,1
83970048,1
83970049,1
83970050,1
83970051,1
83970052,1
83970053,1
83970054,1
83970055,1
83970056,1
83970057,1
83970058,1
83970059,1
83970060,1
83970061,1
83970062,1
83970063,1
83970064,1
83970065,1
83970066,1
83970067,1
83970068,1
83970069,1
83970070,1
83970071,1
83970072,1
83970073,1
83970074,1
83970075,1
83970076,1
83970077,1
83970078,1
83970079,1
83970080,1
83970081,1
83970082,1
83970083,1
83970084,1
83970085,1
83970086,1
83970087,1
83970088,1
83970089,1
83970090,1
83970091,1
83970092,1
83970093,1
83970094,1
83970095,1
83970096,1
83970097,1
83970098,1
83970099,1
83970100,1
83970101,1
83970102,1
83970103,1
83970104,1
83970105,1
83970106,1
83970107,1
83970108,1
83970109,1
83970110,1
83970111,1
83970112,1
83970113,1
83970114,1
83970115,1
83970116,1
83970117,1
83970118,1
83970119,1
83970120,1
83970121,1
83970122,1
83970123,1
83970124,1
83970125,1
83970126,1
83970127,1
83970128,1
83970129,1
83970130,1
83970131,1
83970132,1
83970133,1
83970134,1
83970135,1
83970136,1
83970137,1
83970138,1
83970139,1
83970140,1
83970141,1
83970142,1
83970143,1
83970144,1
83970145,1
83970146,1
83970147,1
83970148,1
83970149,1
83970150,1
83970151,1
83970152,1
83970153,1
83970154,1
83970155,1
83970156,1
83970157,1
83970158,1
83970159,1
83970160,1
83970161,1
83970162,1
83970163,1
83970164,1
83970165,1
83970166,1
83970167,1
83970168,1
83970169,1
83970170,1
83970171,1
83970172,1
83970173,1
83970174,1
83970175,1
83970176,1
83970177,1
83970178,1
83970179,1
83970180,1
83970181,1
83970182,1
83970183,1
83970184,1
83970185,1
83970186,1
83970187,1
83970188,1
83970189,1
83970190,1
83970191,1
83970192,1
83970193,1
83970194,1
83970195,1
83970196,1
83970197,1
83970198,1
83970199,1
83970200,1
83970201,1
83970202,1
83970203,1
83970204,1
83970205,1
83970206,1
83970207,1
83970208,1
83970209,1
83970210,1
83970211,1
83970212,1
83970213,1
83970214,1
83970215,1
83970216,1
83970217,1
83970218,1
83970219,1
83970220,1
83970221,1
83970222,1
83970223,1
83970224,1
83970225,1
83970226,1
83970227,1
83970228,1
83970229,1
83970230,1
83970231,1
83970232,1
83970233,1
83970234,1
83970235,1
83970236,1
83970237,1
83970238,1
83970239,1
83970240,1
83970241,1
83970242,1
83970243,1
83970244,1
83970245,1
83970246,1
83970247,1
83970248,1
83970249,1
83970250,1
83970251,1
83970252,1
83970253,1
83970254,1
83970255,1
83970256,1
83970257,1
83970258,1
83970259,1
83970260,1
83970261,1
83970262,1
83970263,1
83970264,1
83970265,1
83970266,1
83970267,1
83970268,1
83970269,1
83970270,1
83970271,1
83970272,1
83970273,1
83970274,1
83970275,1
83970276,1
83970277,1
83970278,1
83970279,1
83970280,1
83980001,1
83980002,1
83980003,1
83980004,1
83980005,1
83980006,1
83980007,1
83980008,1
83980009,1
83980010,1
83980011,1
83980012,1
83980013,1
83980014,1
83980015,1
83980016,1
83980017,1
83980018,1
83980019,1
83980020,1
83980021,1
83980022,1
83980023,1
83980024,1
83980025,1
83980026,1
83980027,1
83980028,1
83980029,1
83980030,1
83980031,1
83980032,1
83980033,1
83980034,1
83980035,1
83980036,1
83980037,1
83980038,1
83980039,1
83980040,1
83980041,1
83980042,1
83980043,1
83980044,1
83980045,1
83980046,1
83980047,1
83980048,1
83980049,1
83980050,1
83980051,1
83980052,1
83980053,1
83980054,1
83980055,1
83980056,1
83980057,1
83980058,1
83980059,1
83980060,1
83980061,1
83980062,1
83980063,1
83980064,1
83980065,1
83980066,1
83980067,1
83980068,1
83980069,1
83980070,1
83980071,1
83980072,1
83980073,1
83980074,1
83980075,1
83980076,1
83980077,1
83980078,1
83980079,1
83980080,1
83980081,1
83980082,1
83980083,1
83980084,1
83980085,1
83980086,1
83980087,1
83980088,1
83980089,1
83980090,1
83980091,1
83980092,1
83980093,1
83980094,1
83980095,1
83980096,1
83980097,1
83980098,1
83980099,1
83980100,1
83980101,1
83980102,1
83980103,1
83980104,1
83980105,1
83980106,1
83980107,1
83980108,1
83980109,1
83980110,1
83980111,1
83980112,1
83980113,1
83980114,1
83980115,1
83980116,1
83980117,1
83980118,1
83980119,1
83980120,1
83980121,1
83980122,1
83980123,1
83980124,1
83980125,1
83980126,1
83980127,1
83980128,1
83980129,1
83980130,1
83980131,1
83980132,1
83980133,1
83980134,1
83980135,1
83980136,1
83980137,1
83980138,1
83980139,1
83980140,1
83980141,1
83980142,1
83980143,1
83980144,1
83980145,1
83980146,1
83980147,1
83980148,1
83980149,1
83980150,1
83980151,1
83980152,1
83980153,1
83980154,1
