Œ^Ž®,ƒ}ƒNƒ”Ô†,³“š,o—Í
FPBPD10-P12-L10-B4,#502,,<-- is not numeric
FPBPD10-P12-L10-B4,#502,,8
FPBPD10-P12-L10-B4,#503,,<-- is not numeric
FPBPD10-P12-L10-B4,#504,,<-- is not numeric
FPBPD10-P12-L10-B4,#505,,<-- is not numeric
FPBPD10-P12-L10-B4,#506,,<-- is not numeric
FPBPD10-P12-L10-B4,#507,,<-- is not numeric
FPBPD10-P12-L10-B4,#508,,<-- is not numeric
FPBPD10-P12-L10-B4,#509,,<-- is not numeric
FPBPD10-P12-L10-B4,#510,,<-- is not numeric
FPBPD10-P12-L10-B4,#511,,<-- is not numeric
FPBPD10-P12-L10-B4,#512,,<-- is not numeric
FPBPD10-P12-L10-B4,#513,,<-- is not numeric
FPBPD10-P12-L10-B4,#513,,3253
FPBPD10-P12-L10-B4,#514,,<-- is not numeric
FPBPD10-P12-L10-B4,#515,,<-- is not numeric
FPDSPC10-P10-L12-B6,#100,,<-- is not numeric
FPDSPC10-P10-L12-B6,#100,,12
FPDSPC10-P10-L12-B6,#101,,<-- is not numeric
FPDSPC10-P10-L12-B6,#101,,1
FPDSPC10-P10-L12-B6,#102,,<-- is not numeric
FPDSPC10-P10-L12-B6,#102,,10
FPDSPC10-P10-L12-B6,#103,,<-- is not numeric
FPDSPC10-P10-L12-B6,#103,,10
FPDSPC10-P10-L12-B6,#104,,<-- is not numeric
FPDSPC10-P10-L12-B6,#104,,12
FPDSPC10-P10-L12-B6,#105,,<-- is not numeric
FPDSPC10-P10-L12-B6,#105,,6
FPDSPC10-P10-L12-B6,#106,,<-- is not numeric
FPDSPC10-P10-L12-B6,#106,,1
FPDSPC10-P10-L12-B6,#107,,<-- is not numeric
FPDSPC10-P10-L12-B6,#108,,<-- is not numeric
FPDSPC10-P10-L12-B6,#108,,1
FPDSPC10-P10-L12-B6,#109,,<-- is not numeric
FPDSPC10-P10-L12-B6,#109,,45
FPDSPC10-P10-L12-B6,#110,,<-- is not numeric
FPDSPC10-P10-L12-B6,#110,,1
FPDSPC10-P10-L12-B6,#111,,<-- is not numeric
FPDSPC10-P10-L12-B6,#112,,<-- is not numeric
FPDSPC10-P10-L12-B6,#112,,18.3
FPDSPC10-P10-L12-B6,#113,,<-- is not numeric
FPDSPC10-P10-L12-B6,#113,,0.15
FPDSPC10-P10-L12-B6,#114,,<-- is not numeric
FPDSPC10-P10-L12-B6,#114,,0.15
FPDSPC10-P10-L12-B6,#115,,<-- is not numeric
FPDSPC10-P10-L12-B6,#115,,0.15
FPDSPC10-P10-L12-B6,#116,,<-- is not numeric
FPDSPC10-P10-L12-B6,#116,,1.7
FPDSPC10-P10-L12-B6,#117,,<-- is not numeric
FPDSPC10-P10-L12-B6,#118,,<-- is not numeric
FPDSPC10-P10-L12-B6,#119,,<-- is not numeric
FPDSPC10-P10-L12-B6,#120,,<-- is not numeric
FPDSPC10-P10-L12-B6,#121,,<-- is not numeric
FPDSPC10-P10-L12-B6,#121,,1.6
FPDSPC10-P10-L12-B6,#122,,<-- is not numeric
FPDSPC10-P10-L12-B6,#122,,8
FPDSPC10-P10-L12-B6,#123,,<-- is not numeric
FPDSPC10-P10-L12-B6,#124,,<-- is not numeric
FPDSPC10-P10-L12-B6,#125,,<-- is not numeric
FPDSPC10-P10-L12-B6,#126,,<-- is not numeric
FPDSPC10-P10-L12-B6,#127,,<-- is not numeric
FPDSPC10-P10-L12-B6,#128,,<-- is not numeric
FPDSPC10-P10-L12-B6,#128,,100
FPDSPC10-P10-L12-B6,#129,,<-- is not numeric
FPDSPC10-P10-L12-B6,#129,,200
FPDSPC10-P10-L12-B6,#130,,<-- is not numeric
FPDSPC10-P10-L12-B6,#130,,303
FPDSPC10-P10-L12-B6,#131,,<-- is not numeric
FPDSPC10-P10-L12-B6,#131,,1
FPDSPC10-P10-L12-B6,#132,,<-- is not numeric
FPDSPC10-P10-L12-B6,#132,,502
FPDSPC10-P10-L12-B6,#133,,<-- is not numeric
FPDSPC10-P10-L12-B6,#133,,602
FPDSPC10-P10-L12-B6,#134,,<-- is not numeric
FPDSPC10-P10-L12-B6,#134,,700
FPDSPC10-P10-L12-B6,#135,,<-- is not numeric
FPDSPC10-P10-L12-B6,#135,,800
FPDSPC10-P10-L12-B6,#136,,<-- is not numeric
FPDSPC10-P10-L12-B6,#136,,904
FPDSPC10-P10-L12-B6,#137,,<-- is not numeric
FPDSPC10-P10-L12-B6,#137,,1004
FPDSPC10-P10-L12-B6,#138,,<-- is not numeric
FPDSPC10-P10-L12-B6,#138,,1100
FPDSPC10-P10-L12-B6,#139,,<-- is not numeric
FPDSPC10-P10-L12-B6,#140,,<-- is not numeric
FPDSPC10-P10-L12-B6,#141,,<-- is not numeric
FPDSPC10-P10-L12-B6,#142,,<-- is not numeric
FPDSPC10-P10-L12-B6,#142,,200
FPDSPC10-P10-L12-B6,#143,,<-- is not numeric
FPDSPC10-P10-L12-B6,#143,,5000
FPDSPC10-P10-L12-B6,#144,,<-- is not numeric
FPDSPC10-P10-L12-B6,#144,,0.08
FPDSPC10-P10-L12-B6,#145,,<-- is not numeric
FPDSPC10-P10-L12-B6,#146,,<-- is not numeric
FPDSPC10-P10-L12-B6,#146,,5000
FPDSPC10-P10-L12-B6,#147,,<-- is not numeric
FPDSPC10-P10-L12-B6,#147,,0.08
FPDSPC10-P10-L12-B6,#148,,<-- is not numeric
FPDSPC10-P10-L12-B6,#149,,<-- is not numeric
FPDSPC10-P10-L12-B6,#150,,<-- is not numeric
FPDSPC10-P10-L12-B6,#151,,<-- is not numeric
FPDSPC10-P10-L12-B6,#152,,<-- is not numeric
FPDSPC10-P10-L12-B6,#153,,<-- is not numeric
FPDSPC10-P10-L12-B6,#154,,<-- is not numeric
FPDSPC10-P10-L12-B6,#155,,<-- is not numeric
FPDSPC10-P10-L12-B6,#156,,<-- is not numeric
FPDSPC10-P10-L12-B6,#157,,<-- is not numeric
FPDSPC10-P10-L12-B6,#158,,<-- is not numeric
FPDSPC10-P10-L12-B6,#159,,<-- is not numeric
FPDSPC10-P10-L12-B6,#160,,<-- is not numeric
FPDSPC10-P10-L12-B6,#160,,200
FPDSPC10-P10-L12-B6,#161,,<-- is not numeric
FPDSPC10-P10-L12-B6,#161,,6000
FPDSPC10-P10-L12-B6,#162,,<-- is not numeric
FPDSPC10-P10-L12-B6,#162,,0.1
FPDSPC10-P10-L12-B6,#163,,<-- is not numeric
FPDSPC10-P10-L12-B6,#164,,<-- is not numeric
FPDSPC10-P10-L12-B6,#164,,80
FPDSPC10-P10-L12-B6,#165,,<-- is not numeric
FPDSPC10-P10-L12-B6,#165,,3000
FPDSPC10-P10-L12-B6,#166,,<-- is not numeric
FPDSPC10-P10-L12-B6,#166,,0.1
FPDSPC10-P10-L12-B6,#167,,<-- is not numeric
FPDSPC10-P10-L12-B6,#168,,<-- is not numeric
FPDSPC10-P10-L12-B6,#168,,80
FPDSPC10-P10-L12-B6,#169,,<-- is not numeric
FPDSPC10-P10-L12-B6,#169,,3000
FPDSPC10-P10-L12-B6,#170,,<-- is not numeric
FPDSPC10-P10-L12-B6,#170,,0.1
FPDSPC10-P10-L12-B6,#171,,<-- is not numeric
FPDSPC10-P10-L12-B6,#172,,<-- is not numeric
FPDSPC10-P10-L12-B6,#172,,200
FPDSPC10-P10-L12-B6,#173,,<-- is not numeric
FPDSPC10-P10-L12-B6,#173,,4000
FPDSPC10-P10-L12-B6,#174,,<-- is not numeric
FPDSPC10-P10-L12-B6,#174,,0.12
FPDSPC10-P10-L12-B6,#175,,<-- is not numeric
FPDSPC10-P10-L12-B6,#176,,<-- is not numeric
FPDSPC10-P10-L12-B6,#177,,<-- is not numeric
FPDSPC10-P10-L12-B6,#178,,<-- is not numeric
FPDSPC10-P10-L12-B6,#179,,<-- is not numeric
FPDSPC10-P10-L12-B6,#180,,<-- is not numeric
FPDSPC10-P10-L12-B6,#180,,120
FPDSPC10-P10-L12-B6,#181,,<-- is not numeric
FPDSPC10-P10-L12-B6,#181,,3000
FPDSPC10-P10-L12-B6,#182,,<-- is not numeric
FPDSPC10-P10-L12-B6,#182,,0.08
FPDSPC10-P10-L12-B6,#183,,<-- is not numeric
FPDSPC10-P10-L12-B6,#184,,<-- is not numeric
FPDSPC10-P10-L12-B6,#184,,120
FPDSPC10-P10-L12-B6,#185,,<-- is not numeric
FPDSPC10-P10-L12-B6,#185,,2500
FPDSPC10-P10-L12-B6,#186,,<-- is not numeric
FPDSPC10-P10-L12-B6,#186,,0.1
FPDSPC10-P10-L12-B6,#187,,<-- is not numeric
FPDSPC10-P10-L12-B6,#188,,<-- is not numeric
FPDSPC10-P10-L12-B6,#188,,4000
FPDSPC10-P10-L12-B6,#189,,<-- is not numeric
FPDSPC10-P10-L12-B6,#189,,0.05
FPDSPC10-P10-L12-B6,#190,,<-- is not numeric
FPDSPC10-P10-L12-B6,#191,,<-- is not numeric
FPDSPC10-P10-L12-B6,#191,,160
FPDSPC10-P10-L12-B6,#192,,<-- is not numeric
FPDSPC10-P10-L12-B6,#192,,4000
FPDSPC10-P10-L12-B6,#193,,<-- is not numeric
FPDSPC10-P10-L12-B6,#193,,0.08
FPDSPC10-P10-L12-B6,#194,,<-- is not numeric
FPDSPC10-P10-L12-B6,#194,,1
FPDSPC10-P10-L12-B6,#195,,<-- is not numeric
FPDSPC10-P10-L12-B6,#196,,<-- is not numeric
FPDSPC10-P10-L12-B6,#196,,160
FPDSPC10-P10-L12-B6,#197,,<-- is not numeric
FPDSPC10-P10-L12-B6,#197,,4000
FPDSPC10-P10-L12-B6,#198,,<-- is not numeric
FPDSPC10-P10-L12-B6,#198,,0.05
FPDSPC10-P10-L12-B6,#199,,<-- is not numeric
FPDSPC10-P10-L12-B6,#199,,0.1
FPDSPC10-P10-L12-B6,#500,,<-- is not numeric
FPDSPC10-P10-L12-B6,#501,,<-- is not numeric
FPDSPC10-P10-L12-B6,#501,,3253
FPDSPC10-P10-L12-B6,#502,,<-- is not numeric
FPDSPC10-P10-L12-B6,#502,,8
FPDSPC10-P10-L12-B6,#503,,<-- is not numeric
FPDSPC10-P10-L12-B6,#504,,<-- is not numeric
FPDSPC10-P10-L12-B6,#505,,<-- is not numeric
FPDSPC10-P10-L12-B6,#506,,<-- is not numeric
FPDSPC10-P10-L12-B6,#507,,<-- is not numeric
FPDSPC10-P10-L12-B6,#508,,<-- is not numeric
FPDSPC10-P10-L12-B6,#509,,<-- is not numeric
FPDSPC10-P10-L12-B6,#510,,<-- is not numeric
FPDSPC10-P10-L12-B6,#511,,<-- is not numeric
FPDSPC10-P10-L12-B6,#512,,<-- is not numeric
FPDSPC10-P10-L12-B6,#513,,<-- is not numeric
FPDSPC10-P10-L12-B6,#513,,3253
FPDSPC10-P10-L12-B6,#514,,<-- is not numeric
FPDSPC10-P10-L12-B6,#515,,<-- is not numeric
FPDSPC8-P6-L8-B6,#100,,<-- is not numeric
FPDSPC8-P6-L8-B6,#100,,9
FPDSPC8-P6-L8-B6,#101,,<-- is not numeric
FPDSPC8-P6-L8-B6,#101,,1
FPDSPC8-P6-L8-B6,#102,,<-- is not numeric
FPDSPC8-P6-L8-B6,#102,,8
FPDSPC8-P6-L8-B6,#103,,<-- is not numeric
FPDSPC8-P6-L8-B6,#103,,6
FPDSPC8-P6-L8-B6,#104,,<-- is not numeric
FPDSPC8-P6-L8-B6,#104,,8
FPDSPC8-P6-L8-B6,#105,,<-- is not numeric
FPDSPC8-P6-L8-B6,#105,,6
FPDSPC8-P6-L8-B6,#106,,<-- is not numeric
FPDSPC8-P6-L8-B6,#106,,1
FPDSPC8-P6-L8-B6,#107,,<-- is not numeric
FPDSPC8-P6-L8-B6,#108,,<-- is not numeric
FPDSPC8-P6-L8-B6,#108,,1
FPDSPC8-P6-L8-B6,#109,,<-- is not numeric
FPDSPC8-P6-L8-B6,#109,,45
FPDSPC8-P6-L8-B6,#110,,<-- is not numeric
FPDSPC8-P6-L8-B6,#110,,1
FPDSPC8-P6-L8-B6,#111,,<-- is not numeric
FPDSPC8-P6-L8-B6,#112,,<-- is not numeric
FPDSPC8-P6-L8-B6,#112,,14.3
FPDSPC8-P6-L8-B6,#113,,<-- is not numeric
FPDSPC8-P6-L8-B6,#113,,0.15
FPDSPC8-P6-L8-B6,#114,,<-- is not numeric
FPDSPC8-P6-L8-B6,#114,,0.17
FPDSPC8-P6-L8-B6,#115,,<-- is not numeric
FPDSPC8-P6-L8-B6,#115,,0.13
FPDSPC8-P6-L8-B6,#116,,<-- is not numeric
FPDSPC8-P6-L8-B6,#116,,1.7
FPDSPC8-P6-L8-B6,#117,,<-- is not numeric
FPDSPC8-P6-L8-B6,#118,,<-- is not numeric
FPDSPC8-P6-L8-B6,#119,,<-- is not numeric
FPDSPC8-P6-L8-B6,#120,,<-- is not numeric
FPDSPC8-P6-L8-B6,#121,,<-- is not numeric
FPDSPC8-P6-L8-B6,#121,,1.6
FPDSPC8-P6-L8-B6,#122,,<-- is not numeric
FPDSPC8-P6-L8-B6,#122,,4
FPDSPC8-P6-L8-B6,#123,,<-- is not numeric
FPDSPC8-P6-L8-B6,#124,,<-- is not numeric
FPDSPC8-P6-L8-B6,#125,,<-- is not numeric
FPDSPC8-P6-L8-B6,#125,,0.3
FPDSPC8-P6-L8-B6,#126,,<-- is not numeric
FPDSPC8-P6-L8-B6,#127,,<-- is not numeric
FPDSPC8-P6-L8-B6,#128,,<-- is not numeric
FPDSPC8-P6-L8-B6,#128,,100
FPDSPC8-P6-L8-B6,#129,,<-- is not numeric
FPDSPC8-P6-L8-B6,#129,,200
FPDSPC8-P6-L8-B6,#130,,<-- is not numeric
FPDSPC8-P6-L8-B6,#130,,303
FPDSPC8-P6-L8-B6,#131,,<-- is not numeric
FPDSPC8-P6-L8-B6,#131,,1
FPDSPC8-P6-L8-B6,#132,,<-- is not numeric
FPDSPC8-P6-L8-B6,#132,,502
FPDSPC8-P6-L8-B6,#133,,<-- is not numeric
FPDSPC8-P6-L8-B6,#133,,602
FPDSPC8-P6-L8-B6,#134,,<-- is not numeric
FPDSPC8-P6-L8-B6,#134,,700
FPDSPC8-P6-L8-B6,#135,,<-- is not numeric
FPDSPC8-P6-L8-B6,#135,,800
FPDSPC8-P6-L8-B6,#136,,<-- is not numeric
FPDSPC8-P6-L8-B6,#136,,904
FPDSPC8-P6-L8-B6,#137,,<-- is not numeric
FPDSPC8-P6-L8-B6,#137,,1001
FPDSPC8-P6-L8-B6,#138,,<-- is not numeric
FPDSPC8-P6-L8-B6,#138,,1100
FPDSPC8-P6-L8-B6,#139,,<-- is not numeric
FPDSPC8-P6-L8-B6,#140,,<-- is not numeric
FPDSPC8-P6-L8-B6,#141,,<-- is not numeric
FPDSPC8-P6-L8-B6,#142,,<-- is not numeric
FPDSPC8-P6-L8-B6,#142,,200
FPDSPC8-P6-L8-B6,#143,,<-- is not numeric
FPDSPC8-P6-L8-B6,#143,,5000
FPDSPC8-P6-L8-B6,#144,,<-- is not numeric
FPDSPC8-P6-L8-B6,#144,,0.08
FPDSPC8-P6-L8-B6,#145,,<-- is not numeric
FPDSPC8-P6-L8-B6,#146,,<-- is not numeric
FPDSPC8-P6-L8-B6,#146,,5000
FPDSPC8-P6-L8-B6,#147,,<-- is not numeric
FPDSPC8-P6-L8-B6,#147,,0.08
FPDSPC8-P6-L8-B6,#148,,<-- is not numeric
FPDSPC8-P6-L8-B6,#149,,<-- is not numeric
FPDSPC8-P6-L8-B6,#150,,<-- is not numeric
FPDSPC8-P6-L8-B6,#151,,<-- is not numeric
FPDSPC8-P6-L8-B6,#152,,<-- is not numeric
FPDSPC8-P6-L8-B6,#153,,<-- is not numeric
FPDSPC8-P6-L8-B6,#154,,<-- is not numeric
FPDSPC8-P6-L8-B6,#155,,<-- is not numeric
FPDSPC8-P6-L8-B6,#156,,<-- is not numeric
FPDSPC8-P6-L8-B6,#157,,<-- is not numeric
FPDSPC8-P6-L8-B6,#158,,<-- is not numeric
FPDSPC8-P6-L8-B6,#159,,<-- is not numeric
FPDSPC8-P6-L8-B6,#160,,<-- is not numeric
FPDSPC8-P6-L8-B6,#160,,200
FPDSPC8-P6-L8-B6,#161,,<-- is not numeric
FPDSPC8-P6-L8-B6,#161,,6000
FPDSPC8-P6-L8-B6,#162,,<-- is not numeric
FPDSPC8-P6-L8-B6,#162,,0.1
FPDSPC8-P6-L8-B6,#163,,<-- is not numeric
FPDSPC8-P6-L8-B6,#164,,<-- is not numeric
FPDSPC8-P6-L8-B6,#164,,80
FPDSPC8-P6-L8-B6,#165,,<-- is not numeric
FPDSPC8-P6-L8-B6,#165,,3000
FPDSPC8-P6-L8-B6,#166,,<-- is not numeric
FPDSPC8-P6-L8-B6,#166,,0.1
FPDSPC8-P6-L8-B6,#167,,<-- is not numeric
FPDSPC8-P6-L8-B6,#168,,<-- is not numeric
FPDSPC8-P6-L8-B6,#168,,80
FPDSPC8-P6-L8-B6,#169,,<-- is not numeric
FPDSPC8-P6-L8-B6,#169,,3000
FPDSPC8-P6-L8-B6,#170,,<-- is not numeric
FPDSPC8-P6-L8-B6,#170,,0.1
FPDSPC8-P6-L8-B6,#171,,<-- is not numeric
FPDSPC8-P6-L8-B6,#172,,<-- is not numeric
FPDSPC8-P6-L8-B6,#172,,200
FPDSPC8-P6-L8-B6,#173,,<-- is not numeric
FPDSPC8-P6-L8-B6,#173,,4000
FPDSPC8-P6-L8-B6,#174,,<-- is not numeric
FPDSPC8-P6-L8-B6,#174,,0.12
FPDSPC8-P6-L8-B6,#175,,<-- is not numeric
FPDSPC8-P6-L8-B6,#176,,<-- is not numeric
FPDSPC8-P6-L8-B6,#177,,<-- is not numeric
FPDSPC8-P6-L8-B6,#178,,<-- is not numeric
FPDSPC8-P6-L8-B6,#179,,<-- is not numeric
FPDSPC8-P6-L8-B6,#180,,<-- is not numeric
FPDSPC8-P6-L8-B6,#180,,120
FPDSPC8-P6-L8-B6,#181,,<-- is not numeric
FPDSPC8-P6-L8-B6,#181,,3000
FPDSPC8-P6-L8-B6,#182,,<-- is not numeric
FPDSPC8-P6-L8-B6,#182,,0.08
FPDSPC8-P6-L8-B6,#183,,<-- is not numeric
FPDSPC8-P6-L8-B6,#184,,<-- is not numeric
FPDSPC8-P6-L8-B6,#184,,120
FPDSPC8-P6-L8-B6,#185,,<-- is not numeric
FPDSPC8-P6-L8-B6,#185,,2500
FPDSPC8-P6-L8-B6,#186,,<-- is not numeric
FPDSPC8-P6-L8-B6,#186,,0.1
FPDSPC8-P6-L8-B6,#187,,<-- is not numeric
FPDSPC8-P6-L8-B6,#188,,<-- is not numeric
FPDSPC8-P6-L8-B6,#188,,4000
FPDSPC8-P6-L8-B6,#189,,<-- is not numeric
FPDSPC8-P6-L8-B6,#189,,0.05
FPDSPC8-P6-L8-B6,#190,,<-- is not numeric
FPDSPC8-P6-L8-B6,#191,,<-- is not numeric
FPDSPC8-P6-L8-B6,#191,,160
FPDSPC8-P6-L8-B6,#192,,<-- is not numeric
FPDSPC8-P6-L8-B6,#192,,4000
FPDSPC8-P6-L8-B6,#193,,<-- is not numeric
FPDSPC8-P6-L8-B6,#193,,0.08
FPDSPC8-P6-L8-B6,#194,,<-- is not numeric
FPDSPC8-P6-L8-B6,#194,,1
FPDSPC8-P6-L8-B6,#195,,<-- is not numeric
FPDSPC8-P6-L8-B6,#196,,<-- is not numeric
FPDSPC8-P6-L8-B6,#196,,160
FPDSPC8-P6-L8-B6,#197,,<-- is not numeric
FPDSPC8-P6-L8-B6,#197,,4000
FPDSPC8-P6-L8-B6,#198,,<-- is not numeric
FPDSPC8-P6-L8-B6,#198,,0.05
FPDSPC8-P6-L8-B6,#199,,<-- is not numeric
FPDSPC8-P6-L8-B6,#199,,0.1
FPDSPC8-P6-L8-B6,#500,,<-- is not numeric
FPDSPC8-P6-L8-B6,#501,,<-- is not numeric
FPDSPC8-P6-L8-B6,#501,,3253
FPDSPC8-P6-L8-B6,#502,,<-- is not numeric
FPDSPC8-P6-L8-B6,#502,,8
FPDSPC8-P6-L8-B6,#503,,<-- is not numeric
FPDSPC8-P6-L8-B6,#504,,<-- is not numeric
FPDSPC8-P6-L8-B6,#505,,<-- is not numeric
FPDSPC8-P6-L8-B6,#506,,<-- is not numeric
FPDSPC8-P6-L8-B6,#507,,<-- is not numeric
FPDSPC8-P6-L8-B6,#508,,<-- is not numeric
FPDSPC8-P6-L8-B6,#509,,<-- is not numeric
FPDSPC8-P6-L8-B6,#510,,<-- is not numeric
FPDSPC8-P6-L8-B6,#511,,<-- is not numeric
FPDSPC8-P6-L8-B6,#512,,<-- is not numeric
FPDSPC8-P6-L8-B6,#513,,<-- is not numeric
FPDSPC8-P6-L8-B6,#513,,3253
FPDSPC8-P6-L8-B6,#514,,<-- is not numeric
FPDSPC8-P6-L8-B6,#515,,<-- is not numeric
FPDSTC10-P10-L12-B6,#100,,<-- is not numeric
FPDSTC10-P10-L12-B6,#100,,12
FPDSTC10-P10-L12-B6,#101,,<-- is not numeric
FPDSTC10-P10-L12-B6,#101,,1
FPDSTC10-P10-L12-B6,#102,,<-- is not numeric
FPDSTC10-P10-L12-B6,#102,,10
FPDSTC10-P10-L12-B6,#103,,<-- is not numeric
FPDSTC10-P10-L12-B6,#103,,10
FPDSTC10-P10-L12-B6,#104,,<-- is not numeric
FPDSTC10-P10-L12-B6,#104,,12
FPDSTC10-P10-L12-B6,#105,,<-- is not numeric
FPDSTC10-P10-L12-B6,#105,,6
FPDSTC10-P10-L12-B6,#106,,<-- is not numeric
FPDSTC10-P10-L12-B6,#106,,0.5
FPDSTC10-P10-L12-B6,#107,,<-- is not numeric
FPDSTC10-P10-L12-B6,#107,,5
FPDSTC10-P10-L12-B6,#108,,<-- is not numeric
FPDSTC10-P10-L12-B6,#108,,1
FPDSTC10-P10-L12-B6,#109,,<-- is not numeric
FPDSTC10-P10-L12-B6,#109,,45
FPDSTC10-P10-L12-B6,#110,,<-- is not numeric
FPDSTC10-P10-L12-B6,#110,,1
FPDSTC10-P10-L12-B6,#111,,<-- is not numeric
FPDSTC10-P10-L12-B6,#112,,<-- is not numeric
FPDSTC10-P10-L12-B6,#112,,18.3
FPDSTC10-P10-L12-B6,#113,,<-- is not numeric
FPDSTC10-P10-L12-B6,#113,,0.15
FPDSTC10-P10-L12-B6,#114,,<-- is not numeric
FPDSTC10-P10-L12-B6,#114,,0.15
FPDSTC10-P10-L12-B6,#115,,<-- is not numeric
FPDSTC10-P10-L12-B6,#115,,0.15
FPDSTC10-P10-L12-B6,#116,,<-- is not numeric
FPDSTC10-P10-L12-B6,#116,,1.7
FPDSTC10-P10-L12-B6,#117,,<-- is not numeric
FPDSTC10-P10-L12-B6,#117,,14.5
FPDSTC10-P10-L12-B6,#118,,<-- is not numeric
FPDSTC10-P10-L12-B6,#118,,2.944
FPDSTC10-P10-L12-B6,#119,,<-- is not numeric
FPDSTC10-P10-L12-B6,#119,,9.6
FPDSTC10-P10-L12-B6,#120,,<-- is not numeric
FPDSTC10-P10-L12-B6,#121,,<-- is not numeric
FPDSTC10-P10-L12-B6,#121,,1.6
FPDSTC10-P10-L12-B6,#122,,<-- is not numeric
FPDSTC10-P10-L12-B6,#122,,8
FPDSTC10-P10-L12-B6,#123,,<-- is not numeric
FPDSTC10-P10-L12-B6,#124,,<-- is not numeric
FPDSTC10-P10-L12-B6,#125,,<-- is not numeric
FPDSTC10-P10-L12-B6,#126,,<-- is not numeric
FPDSTC10-P10-L12-B6,#126,,1.78
FPDSTC10-P10-L12-B6,#127,,<-- is not numeric
FPDSTC10-P10-L12-B6,#128,,<-- is not numeric
FPDSTC10-P10-L12-B6,#128,,100
FPDSTC10-P10-L12-B6,#129,,<-- is not numeric
FPDSTC10-P10-L12-B6,#129,,202
FPDSTC10-P10-L12-B6,#130,,<-- is not numeric
FPDSTC10-P10-L12-B6,#130,,303
FPDSTC10-P10-L12-B6,#131,,<-- is not numeric
FPDSTC10-P10-L12-B6,#131,,1
FPDSTC10-P10-L12-B6,#132,,<-- is not numeric
FPDSTC10-P10-L12-B6,#132,,502
FPDSTC10-P10-L12-B6,#133,,<-- is not numeric
FPDSTC10-P10-L12-B6,#133,,602
FPDSTC10-P10-L12-B6,#134,,<-- is not numeric
FPDSTC10-P10-L12-B6,#134,,700
FPDSTC10-P10-L12-B6,#135,,<-- is not numeric
FPDSTC10-P10-L12-B6,#135,,800
FPDSTC10-P10-L12-B6,#136,,<-- is not numeric
FPDSTC10-P10-L12-B6,#136,,904
FPDSTC10-P10-L12-B6,#137,,<-- is not numeric
FPDSTC10-P10-L12-B6,#137,,1004
FPDSTC10-P10-L12-B6,#138,,<-- is not numeric
FPDSTC10-P10-L12-B6,#138,,1100
FPDSTC10-P10-L12-B6,#139,,<-- is not numeric
FPDSTC10-P10-L12-B6,#140,,<-- is not numeric
FPDSTC10-P10-L12-B6,#141,,<-- is not numeric
FPDSTC10-P10-L12-B6,#142,,<-- is not numeric
FPDSTC10-P10-L12-B6,#142,,200
FPDSTC10-P10-L12-B6,#143,,<-- is not numeric
FPDSTC10-P10-L12-B6,#143,,5000
FPDSTC10-P10-L12-B6,#144,,<-- is not numeric
FPDSTC10-P10-L12-B6,#144,,0.08
FPDSTC10-P10-L12-B6,#145,,<-- is not numeric
FPDSTC10-P10-L12-B6,#146,,<-- is not numeric
FPDSTC10-P10-L12-B6,#147,,<-- is not numeric
FPDSTC10-P10-L12-B6,#148,,<-- is not numeric
FPDSTC10-P10-L12-B6,#149,,<-- is not numeric
FPDSTC10-P10-L12-B6,#150,,<-- is not numeric
FPDSTC10-P10-L12-B6,#151,,<-- is not numeric
FPDSTC10-P10-L12-B6,#151,,1380
FPDSTC10-P10-L12-B6,#152,,<-- is not numeric
FPDSTC10-P10-L12-B6,#152,,0.13
FPDSTC10-P10-L12-B6,#153,,<-- is not numeric
FPDSTC10-P10-L12-B6,#154,,<-- is not numeric
FPDSTC10-P10-L12-B6,#154,,460
FPDSTC10-P10-L12-B6,#155,,<-- is not numeric
FPDSTC10-P10-L12-B6,#155,,0.14
FPDSTC10-P10-L12-B6,#156,,<-- is not numeric
FPDSTC10-P10-L12-B6,#157,,<-- is not numeric
FPDSTC10-P10-L12-B6,#157,,950
FPDSTC10-P10-L12-B6,#158,,<-- is not numeric
FPDSTC10-P10-L12-B6,#158,,0.8
FPDSTC10-P10-L12-B6,#159,,<-- is not numeric
FPDSTC10-P10-L12-B6,#160,,<-- is not numeric
FPDSTC10-P10-L12-B6,#160,,200
FPDSTC10-P10-L12-B6,#161,,<-- is not numeric
FPDSTC10-P10-L12-B6,#161,,6000
FPDSTC10-P10-L12-B6,#162,,<-- is not numeric
FPDSTC10-P10-L12-B6,#162,,0.1
FPDSTC10-P10-L12-B6,#163,,<-- is not numeric
FPDSTC10-P10-L12-B6,#164,,<-- is not numeric
FPDSTC10-P10-L12-B6,#164,,80
FPDSTC10-P10-L12-B6,#165,,<-- is not numeric
FPDSTC10-P10-L12-B6,#165,,3000
FPDSTC10-P10-L12-B6,#166,,<-- is not numeric
FPDSTC10-P10-L12-B6,#166,,0.1
FPDSTC10-P10-L12-B6,#167,,<-- is not numeric
FPDSTC10-P10-L12-B6,#168,,<-- is not numeric
FPDSTC10-P10-L12-B6,#168,,80
FPDSTC10-P10-L12-B6,#169,,<-- is not numeric
FPDSTC10-P10-L12-B6,#169,,3000
FPDSTC10-P10-L12-B6,#170,,<-- is not numeric
FPDSTC10-P10-L12-B6,#170,,0.1
FPDSTC10-P10-L12-B6,#171,,<-- is not numeric
FPDSTC10-P10-L12-B6,#172,,<-- is not numeric
FPDSTC10-P10-L12-B6,#172,,200
FPDSTC10-P10-L12-B6,#173,,<-- is not numeric
